Issue_ID,Business_Unit,Issue_Type,Risk_Level,Date_Opened,Days_Open,SLA_Limit,SLA_Status,Remediation_Status
ISSUE-58115,Credit Cards,Fraud,High,2026-07-23,30,15,Breached,Open
ISSUE-92727,Credit Cards,Transaction Monitoring,Medium,2026-07-01,52,30,Breached,Open
ISSUE-61231,Credit Cards,AML,High,2026-06-09,19,15,Breached,Closed
ISSUE-22837,Corporate Banking,Transaction Monitoring,Medium,2026-07-07,46,30,Breached,In Progress
ISSUE-86492,Credit Cards,Sanctions,Low,2026-07-23,30,60,On-Track,In Progress
ISSUE-18541,Retail Banking,KYC,High,2026-05-13,101,15,Breached,In Progress
ISSUE-81319,Retail Banking,Sanctions,Medium,2026-08-01,21,30,On-Track,In Progress
ISSUE-71676,Investment Banking,Fraud,Medium,2026-05-29,18,30,On-Track,Closed
ISSUE-26906,Wealth Management,Fraud,Low,2026-05-15,27,60,On-Track,Closed
ISSUE-82142,Corporate Banking,KYC,Low,2026-08-03,57,60,On-Track,Closed
ISSUE-87111,Retail Banking,AML,Medium,2026-08-06,16,30,On-Track,Open
ISSUE-44437,Corporate Banking,Sanctions,Low,2026-05-08,14,60,On-Track,Closed
ISSUE-35277,Corporate Banking,Transaction Monitoring,Low,2026-04-25,35,60,On-Track,Closed
ISSUE-67522,Wealth Management,KYC,Low,2026-05-21,93,60,Breached,Open
ISSUE-26804,Wealth Management,AML,High,2026-05-17,97,15,Breached,Open
ISSUE-48671,Retail Banking,Transaction Monitoring,High,2026-07-13,40,15,Breached,Open
ISSUE-20086,Wealth Management,Fraud,Low,2026-07-11,42,60,On-Track,Open
ISSUE-46528,Investment Banking,Fraud,Low,2026-06-09,74,60,Breached,Open
ISSUE-70045,Investment Banking,Sanctions,High,2026-08-16,6,15,On-Track,In Progress
ISSUE-25867,Investment Banking,Transaction Monitoring,Low,2026-07-03,50,60,On-Track,Open
ISSUE-41056,Wealth Management,Fraud,Low,2026-05-16,98,60,Breached,In Progress
ISSUE-25737,Credit Cards,Fraud,Medium,2026-08-12,5,30,On-Track,Closed
ISSUE-30026,Wealth Management,Sanctions,High,2026-08-10,12,15,On-Track,In Progress
ISSUE-78100,Wealth Management,KYC,Low,2026-07-11,42,60,On-Track,In Progress
ISSUE-38414,Corporate Banking,AML,Medium,2026-05-04,19,30,On-Track,Closed
ISSUE-51637,Investment Banking,Transaction Monitoring,High,2026-06-16,67,15,Breached,Open
ISSUE-12241,Investment Banking,Fraud,Low,2026-07-23,39,60,On-Track,Closed
ISSUE-92560,Credit Cards,Sanctions,Low,2026-04-25,119,60,Breached,Open
ISSUE-46676,Investment Banking,AML,Low,2026-08-11,11,60,On-Track,In Progress
ISSUE-55681,Corporate Banking,AML,Medium,2026-07-25,28,30,On-Track,In Progress
ISSUE-54168,Wealth Management,Sanctions,Medium,2026-07-15,38,30,Breached,In Progress
ISSUE-99265,Retail Banking,KYC,Medium,2026-06-21,62,30,Breached,In Progress
ISSUE-42163,Credit Cards,Sanctions,Low,2026-05-02,13,60,On-Track,Closed
ISSUE-56420,Corporate Banking,AML,Medium,2026-04-25,119,30,Breached,Open
ISSUE-12446,Retail Banking,Fraud,Low,2026-06-20,63,60,Breached,Open
ISSUE-64919,Investment Banking,Sanctions,High,2026-06-20,63,15,Breached,In Progress
ISSUE-83158,Credit Cards,Fraud,Medium,2026-07-28,24,30,On-Track,Closed
ISSUE-43459,Retail Banking,AML,Medium,2026-07-03,50,30,Breached,Open
ISSUE-97402,Credit Cards,KYC,High,2026-07-29,24,15,Breached,Open
ISSUE-66374,Retail Banking,Sanctions,Low,2026-04-30,114,60,Breached,Open
ISSUE-89099,Wealth Management,AML,Medium,2026-05-06,108,30,Breached,Open
ISSUE-54827,Credit Cards,Fraud,Low,2026-07-31,52,60,On-Track,Closed
ISSUE-67744,Corporate Banking,KYC,Low,2026-06-28,55,60,On-Track,In Progress
ISSUE-94158,Retail Banking,Fraud,Medium,2026-06-13,70,30,Breached,In Progress
ISSUE-53621,Credit Cards,Sanctions,High,2026-07-30,2,15,On-Track,Closed
ISSUE-30551,Wealth Management,KYC,Low,2026-06-01,82,60,Breached,In Progress
ISSUE-16040,Investment Banking,AML,High,2026-05-14,9,15,On-Track,Closed
ISSUE-51567,Retail Banking,AML,Medium,2026-05-26,88,30,Breached,In Progress
ISSUE-33451,Retail Banking,Fraud,Low,2026-06-14,5,60,On-Track,Closed
ISSUE-64248,Credit Cards,Fraud,High,2026-05-12,102,15,Breached,Open
ISSUE-71935,Investment Banking,AML,Low,2026-08-12,10,60,On-Track,Open
ISSUE-83141,Corporate Banking,KYC,Low,2026-07-04,55,60,On-Track,Closed
ISSUE-14380,Corporate Banking,Transaction Monitoring,Medium,2026-07-26,3,30,On-Track,Closed
ISSUE-53520,Retail Banking,Transaction Monitoring,Medium,2026-08-04,28,30,On-Track,Closed
ISSUE-41976,Credit Cards,Transaction Monitoring,Low,2026-06-03,80,60,Breached,In Progress
ISSUE-67024,Investment Banking,Fraud,High,2026-05-30,84,15,Breached,Open
ISSUE-64521,Credit Cards,KYC,High,2026-08-02,20,15,Breached,Open
ISSUE-91299,Investment Banking,Sanctions,Medium,2026-07-15,38,30,Breached,Open
ISSUE-46251,Investment Banking,Transaction Monitoring,Low,2026-07-21,32,60,On-Track,In Progress
ISSUE-55053,Investment Banking,AML,Medium,2026-07-25,12,30,On-Track,Closed
ISSUE-96057,Wealth Management,Sanctions,Low,2026-05-20,94,60,Breached,In Progress
ISSUE-38113,Retail Banking,Sanctions,Medium,2026-04-29,115,30,Breached,Open
ISSUE-20096,Credit Cards,AML,Low,2026-07-05,48,60,On-Track,In Progress
ISSUE-62376,Corporate Banking,Fraud,Medium,2026-08-16,6,30,On-Track,Open
ISSUE-13425,Credit Cards,Fraud,High,2026-06-02,81,15,Breached,Open
ISSUE-37906,Corporate Banking,Sanctions,High,2026-06-27,56,15,Breached,Open
ISSUE-87914,Wealth Management,Transaction Monitoring,Low,2026-07-09,44,60,On-Track,Open
ISSUE-80383,Corporate Banking,Sanctions,Low,2026-05-10,104,60,Breached,Open
ISSUE-73893,Retail Banking,AML,Medium,2026-05-06,31,30,Breached,Closed
ISSUE-75141,Credit Cards,AML,Medium,2026-05-02,112,30,Breached,Open
ISSUE-48716,Wealth Management,Fraud,Low,2026-05-23,59,60,On-Track,Closed
ISSUE-43462,Corporate Banking,Transaction Monitoring,Low,2026-05-24,90,60,Breached,Open
ISSUE-72392,Investment Banking,AML,High,2026-05-27,87,15,Breached,Open
ISSUE-11228,Investment Banking,AML,Low,2026-06-11,61,60,Breached,Closed
ISSUE-45353,Credit Cards,AML,Medium,2026-06-27,2,30,On-Track,Closed
ISSUE-37042,Corporate Banking,KYC,Medium,2026-07-11,19,30,On-Track,Closed
ISSUE-91344,Credit Cards,Sanctions,Low,2026-07-15,38,60,On-Track,Open
ISSUE-95405,Retail Banking,Transaction Monitoring,High,2026-04-29,2,15,On-Track,Closed
ISSUE-73515,Investment Banking,Transaction Monitoring,High,2026-05-15,13,15,On-Track,Closed
ISSUE-39309,Investment Banking,Transaction Monitoring,High,2026-06-24,59,15,Breached,Open
ISSUE-72661,Investment Banking,Sanctions,Medium,2026-06-06,77,30,Breached,Open
ISSUE-50914,Wealth Management,Transaction Monitoring,Medium,2026-06-26,25,30,On-Track,Closed
ISSUE-26132,Credit Cards,AML,High,2026-05-10,104,15,Breached,In Progress
ISSUE-70560,Credit Cards,Sanctions,Low,2026-06-26,16,60,On-Track,Closed
ISSUE-43418,Corporate Banking,KYC,High,2026-06-01,82,15,Breached,Open
ISSUE-22193,Wealth Management,Fraud,High,2026-05-15,99,15,Breached,Open
ISSUE-32154,Wealth Management,Sanctions,High,2026-05-22,92,15,Breached,In Progress
ISSUE-85780,Wealth Management,AML,Low,2026-06-08,20,60,On-Track,Closed
ISSUE-48338,Wealth Management,Fraud,High,2026-06-23,20,15,Breached,Closed
ISSUE-37082,Credit Cards,Sanctions,Medium,2026-06-29,7,30,On-Track,Closed
ISSUE-98349,Wealth Management,Sanctions,Low,2026-06-13,70,60,Breached,In Progress
ISSUE-76179,Credit Cards,Transaction Monitoring,Medium,2026-06-19,64,30,Breached,In Progress
ISSUE-56441,Investment Banking,AML,Medium,2026-06-19,64,30,Breached,In Progress
ISSUE-87428,Credit Cards,Fraud,High,2026-05-19,95,15,Breached,Open
ISSUE-40682,Retail Banking,Fraud,Low,2026-07-13,40,60,On-Track,In Progress
ISSUE-91729,Wealth Management,KYC,High,2026-04-27,117,15,Breached,In Progress
ISSUE-77772,Retail Banking,Fraud,Low,2026-04-30,114,60,Breached,In Progress
ISSUE-79266,Corporate Banking,AML,Medium,2026-06-07,76,30,Breached,Open
ISSUE-24602,Wealth Management,AML,High,2026-05-26,7,15,On-Track,Closed
ISSUE-91965,Corporate Banking,KYC,Low,2026-08-14,8,60,On-Track,In Progress
ISSUE-76217,Wealth Management,Transaction Monitoring,Medium,2026-07-07,46,30,Breached,In Progress
ISSUE-65240,Credit Cards,Transaction Monitoring,Medium,2026-08-11,31,30,Breached,Closed
ISSUE-38915,Wealth Management,KYC,High,2026-05-11,103,15,Breached,Open
ISSUE-84465,Wealth Management,KYC,High,2026-08-08,14,15,On-Track,Open
ISSUE-92163,Investment Banking,Fraud,High,2026-05-31,83,15,Breached,Open
ISSUE-22191,Credit Cards,AML,Low,2026-05-19,95,60,Breached,In Progress
ISSUE-28914,Credit Cards,Sanctions,Medium,2026-08-04,10,30,On-Track,Closed
ISSUE-94322,Corporate Banking,AML,High,2026-06-02,81,15,Breached,In Progress
ISSUE-48512,Investment Banking,KYC,Low,2026-07-20,33,60,On-Track,In Progress
ISSUE-74679,Credit Cards,Transaction Monitoring,High,2026-06-30,53,15,Breached,Open
ISSUE-65249,Investment Banking,Fraud,Low,2026-05-25,89,60,Breached,In Progress
ISSUE-16763,Retail Banking,AML,High,2026-07-28,25,15,Breached,In Progress
ISSUE-19636,Investment Banking,KYC,Low,2026-05-26,7,60,On-Track,Closed
ISSUE-74615,Investment Banking,AML,Medium,2026-06-08,24,30,On-Track,Closed
ISSUE-41426,Investment Banking,Fraud,Low,2026-06-17,66,60,Breached,Open
ISSUE-74397,Credit Cards,Transaction Monitoring,High,2026-07-06,47,15,Breached,Open
ISSUE-79973,Investment Banking,Transaction Monitoring,Medium,2026-08-02,20,30,On-Track,Open
ISSUE-93000,Corporate Banking,KYC,Medium,2026-05-30,30,30,On-Track,Closed
ISSUE-74839,Credit Cards,Sanctions,Medium,2026-07-02,51,30,Breached,Open
ISSUE-11316,Credit Cards,Fraud,Low,2026-04-24,60,60,On-Track,Closed
ISSUE-30854,Investment Banking,Fraud,Medium,2026-06-26,57,30,Breached,Open
ISSUE-91560,Credit Cards,Transaction Monitoring,Low,2026-08-01,21,60,On-Track,In Progress
ISSUE-88246,Retail Banking,Sanctions,Medium,2026-07-17,8,30,On-Track,Closed
ISSUE-21960,Wealth Management,Transaction Monitoring,High,2026-08-21,1,15,On-Track,Open
ISSUE-65917,Retail Banking,KYC,Low,2026-05-04,110,60,Breached,Open
ISSUE-26372,Retail Banking,AML,Medium,2026-05-12,102,30,Breached,In Progress
ISSUE-95938,Corporate Banking,Transaction Monitoring,High,2026-07-28,8,15,On-Track,Closed
ISSUE-34663,Retail Banking,KYC,High,2026-04-24,120,15,Breached,In Progress
ISSUE-81215,Credit Cards,AML,Low,2026-06-01,19,60,On-Track,Closed
ISSUE-29323,Corporate Banking,KYC,Low,2026-08-02,20,60,On-Track,Open
ISSUE-73725,Retail Banking,Transaction Monitoring,High,2026-06-14,7,15,On-Track,Closed
ISSUE-95667,Corporate Banking,Transaction Monitoring,Medium,2026-06-18,65,30,Breached,Open
ISSUE-87057,Credit Cards,KYC,Medium,2026-07-19,34,30,Breached,In Progress
ISSUE-53005,Wealth Management,AML,High,2026-07-08,8,15,On-Track,Closed
ISSUE-55026,Retail Banking,AML,Medium,2026-06-19,64,30,Breached,In Progress
ISSUE-87823,Investment Banking,AML,Medium,2026-08-21,2,30,On-Track,Closed
ISSUE-27091,Corporate Banking,AML,High,2026-06-11,72,15,Breached,Open
ISSUE-15751,Investment Banking,Fraud,Low,2026-05-19,95,60,Breached,Open
ISSUE-42903,Investment Banking,AML,Low,2026-07-15,38,60,On-Track,Open
ISSUE-79166,Retail Banking,Transaction Monitoring,Medium,2026-04-25,119,30,Breached,Open
ISSUE-17219,Corporate Banking,Sanctions,High,2026-06-17,66,15,Breached,In Progress
ISSUE-39263,Corporate Banking,Fraud,Low,2026-06-07,76,60,Breached,In Progress
ISSUE-35577,Corporate Banking,KYC,Medium,2026-07-22,31,30,Breached,In Progress
ISSUE-89958,Credit Cards,Sanctions,Low,2026-06-04,79,60,Breached,In Progress
ISSUE-59314,Credit Cards,Transaction Monitoring,High,2026-05-19,95,15,Breached,Open
ISSUE-37369,Investment Banking,Transaction Monitoring,Medium,2026-07-21,2,30,On-Track,Closed
ISSUE-48241,Corporate Banking,AML,Medium,2026-08-08,34,30,Breached,Closed
ISSUE-99290,Corporate Banking,KYC,Low,2026-06-08,65,60,Breached,Closed
ISSUE-73050,Investment Banking,AML,Medium,2026-07-18,35,30,Breached,Open
ISSUE-71037,Investment Banking,Fraud,Medium,2026-06-16,67,30,Breached,Open
ISSUE-61572,Corporate Banking,Transaction Monitoring,Medium,2026-04-26,7,30,On-Track,Closed
ISSUE-19877,Wealth Management,AML,High,2026-07-11,42,15,Breached,In Progress
ISSUE-24001,Investment Banking,Fraud,High,2026-06-19,64,15,Breached,Open
ISSUE-39681,Investment Banking,Transaction Monitoring,Low,2026-07-04,49,60,On-Track,Open
ISSUE-61146,Corporate Banking,Sanctions,High,2026-05-03,111,15,Breached,In Progress
ISSUE-63409,Corporate Banking,Transaction Monitoring,Medium,2026-05-01,7,30,On-Track,Closed
ISSUE-36020,Credit Cards,Transaction Monitoring,Medium,2026-06-14,69,30,Breached,In Progress
ISSUE-94172,Investment Banking,Fraud,Low,2026-08-16,6,60,On-Track,Open
ISSUE-48568,Credit Cards,AML,Low,2026-06-11,5,60,On-Track,Closed
ISSUE-64154,Corporate Banking,Sanctions,Low,2026-05-03,47,60,On-Track,Closed
ISSUE-46636,Wealth Management,KYC,High,2026-06-14,69,15,Breached,In Progress
ISSUE-53510,Credit Cards,Sanctions,Medium,2026-05-28,86,30,Breached,In Progress
ISSUE-99175,Wealth Management,Transaction Monitoring,Medium,2026-07-18,15,30,On-Track,Closed
ISSUE-11875,Retail Banking,Transaction Monitoring,Medium,2026-05-30,84,30,Breached,Open
ISSUE-59708,Corporate Banking,Fraud,High,2026-06-03,80,15,Breached,In Progress
ISSUE-40867,Retail Banking,Transaction Monitoring,Low,2026-06-08,35,60,On-Track,Closed
ISSUE-93805,Retail Banking,Sanctions,Low,2026-04-25,119,60,Breached,In Progress
ISSUE-84910,Investment Banking,Sanctions,High,2026-06-12,71,15,Breached,Open
ISSUE-37893,Retail Banking,Sanctions,Low,2026-06-22,61,60,Breached,In Progress
ISSUE-18392,Wealth Management,KYC,Medium,2026-05-03,2,30,On-Track,Closed
ISSUE-19413,Investment Banking,AML,Medium,2026-07-10,43,30,Breached,In Progress
ISSUE-81851,Investment Banking,AML,Medium,2026-06-23,60,30,Breached,Open
ISSUE-67741,Credit Cards,AML,High,2026-05-10,104,15,Breached,In Progress
ISSUE-44211,Retail Banking,Transaction Monitoring,High,2026-05-13,101,15,Breached,Open
ISSUE-70381,Credit Cards,Sanctions,High,2026-07-02,15,15,On-Track,Closed
ISSUE-83185,Wealth Management,KYC,Medium,2026-05-04,110,30,Breached,In Progress
ISSUE-92517,Investment Banking,Fraud,Low,2026-07-27,14,60,On-Track,Closed
ISSUE-35774,Retail Banking,Transaction Monitoring,Low,2026-08-12,57,60,On-Track,Closed
ISSUE-64497,Wealth Management,AML,High,2026-06-19,64,15,Breached,In Progress
ISSUE-58198,Investment Banking,Transaction Monitoring,Low,2026-05-31,83,60,Breached,Open
ISSUE-28997,Retail Banking,AML,High,2026-07-17,36,15,Breached,In Progress
ISSUE-51627,Retail Banking,AML,High,2026-05-28,86,15,Breached,In Progress
ISSUE-87713,Corporate Banking,Transaction Monitoring,Low,2026-06-06,64,60,Breached,Closed
ISSUE-28084,Corporate Banking,Sanctions,High,2026-08-19,8,15,On-Track,Closed
ISSUE-79577,Investment Banking,Fraud,High,2026-04-26,1,15,On-Track,Closed
ISSUE-15818,Investment Banking,KYC,Low,2026-07-02,51,60,On-Track,In Progress
ISSUE-84385,Retail Banking,KYC,High,2026-06-24,19,15,Breached,Closed
ISSUE-72586,Corporate Banking,KYC,Low,2026-07-08,60,60,On-Track,Closed
ISSUE-24245,Investment Banking,Transaction Monitoring,Medium,2026-06-20,8,30,On-Track,Closed
ISSUE-85132,Wealth Management,Sanctions,High,2026-06-27,56,15,Breached,In Progress
ISSUE-89182,Wealth Management,Fraud,Low,2026-06-25,58,60,On-Track,Open
ISSUE-71398,Wealth Management,Sanctions,High,2026-06-24,59,15,Breached,In Progress
ISSUE-11329,Investment Banking,AML,Medium,2026-07-27,26,30,On-Track,In Progress
ISSUE-76606,Wealth Management,Fraud,Low,2026-05-07,107,60,Breached,In Progress
ISSUE-70749,Investment Banking,Transaction Monitoring,Medium,2026-06-12,13,30,On-Track,Closed
ISSUE-63607,Retail Banking,Transaction Monitoring,Low,2026-07-08,45,60,On-Track,In Progress
ISSUE-62291,Retail Banking,KYC,High,2026-06-03,13,15,On-Track,Closed
ISSUE-42640,Investment Banking,KYC,High,2026-08-16,6,15,On-Track,In Progress
ISSUE-88292,Retail Banking,Fraud,Low,2026-05-25,50,60,On-Track,Closed
ISSUE-35965,Retail Banking,Transaction Monitoring,Low,2026-05-05,109,60,Breached,In Progress
ISSUE-86883,Credit Cards,AML,High,2026-06-17,66,15,Breached,Open
ISSUE-27874,Investment Banking,Transaction Monitoring,Medium,2026-07-15,22,30,On-Track,Closed
ISSUE-75187,Wealth Management,Fraud,Medium,2026-06-16,67,30,Breached,In Progress
ISSUE-23421,Corporate Banking,Fraud,Medium,2026-05-30,84,30,Breached,In Progress
ISSUE-98442,Credit Cards,AML,High,2026-07-05,48,15,Breached,In Progress
ISSUE-38451,Credit Cards,Transaction Monitoring,High,2026-07-01,52,15,Breached,Open
ISSUE-53626,Credit Cards,Fraud,Medium,2026-07-21,32,30,Breached,Open
ISSUE-52072,Wealth Management,Sanctions,High,2026-07-20,6,15,On-Track,Closed
ISSUE-66982,Retail Banking,Fraud,Low,2026-08-04,18,60,On-Track,Open
ISSUE-68125,Corporate Banking,Sanctions,High,2026-08-10,19,15,Breached,Closed
ISSUE-50382,Corporate Banking,AML,Medium,2026-07-04,49,30,Breached,In Progress
ISSUE-60620,Retail Banking,Fraud,Medium,2026-05-28,86,30,Breached,In Progress
ISSUE-84982,Credit Cards,KYC,Medium,2026-04-24,34,30,Breached,Closed
ISSUE-67934,Credit Cards,Fraud,High,2026-08-13,7,15,On-Track,Closed
ISSUE-38999,Investment Banking,KYC,High,2026-04-29,115,15,Breached,Open
ISSUE-72145,Corporate Banking,Fraud,High,2026-07-16,37,15,Breached,In Progress
ISSUE-95040,Credit Cards,AML,Medium,2026-08-10,32,30,Breached,Closed
ISSUE-82134,Credit Cards,KYC,High,2026-04-28,13,15,On-Track,Closed
ISSUE-91783,Credit Cards,KYC,High,2026-08-07,10,15,On-Track,Closed
ISSUE-76854,Investment Banking,KYC,Low,2026-05-06,108,60,Breached,Open
ISSUE-57707,Corporate Banking,KYC,Medium,2026-08-02,20,30,On-Track,In Progress
ISSUE-91518,Wealth Management,KYC,Low,2026-05-27,87,60,Breached,Open
ISSUE-49030,Corporate Banking,KYC,High,2026-07-29,3,15,On-Track,Closed
ISSUE-51997,Corporate Banking,Sanctions,High,2026-06-07,15,15,On-Track,Closed
ISSUE-29593,Corporate Banking,Transaction Monitoring,Low,2026-05-19,95,60,Breached,In Progress
ISSUE-98792,Credit Cards,Fraud,Medium,2026-08-18,4,30,On-Track,In Progress
ISSUE-83473,Retail Banking,KYC,High,2026-06-13,70,15,Breached,In Progress
ISSUE-96315,Credit Cards,KYC,High,2026-08-13,9,15,On-Track,In Progress
ISSUE-19263,Wealth Management,KYC,Low,2026-06-09,74,60,Breached,In Progress
ISSUE-64827,Credit Cards,Fraud,High,2026-07-11,10,15,On-Track,Closed
ISSUE-25199,Retail Banking,Transaction Monitoring,High,2026-08-16,6,15,On-Track,Open
ISSUE-40743,Wealth Management,KYC,Medium,2026-07-11,42,30,Breached,In Progress
ISSUE-18540,Investment Banking,Sanctions,High,2026-07-17,36,15,Breached,Open
ISSUE-49784,Wealth Management,Transaction Monitoring,Medium,2026-05-13,101,30,Breached,In Progress
ISSUE-16884,Retail Banking,Transaction Monitoring,High,2026-07-05,48,15,Breached,Open
ISSUE-39936,Retail Banking,Transaction Monitoring,Low,2026-07-15,38,60,On-Track,In Progress
ISSUE-68772,Wealth Management,AML,High,2026-05-19,95,15,Breached,Open
ISSUE-52133,Retail Banking,KYC,Medium,2026-08-15,23,30,On-Track,Closed
ISSUE-20649,Wealth Management,AML,High,2026-07-09,44,15,Breached,Open
ISSUE-97133,Credit Cards,AML,High,2026-06-02,81,15,Breached,Open
ISSUE-64262,Retail Banking,Sanctions,High,2026-05-25,89,15,Breached,In Progress
ISSUE-69341,Credit Cards,KYC,Low,2026-05-23,91,60,Breached,In Progress
ISSUE-68935,Retail Banking,Transaction Monitoring,Low,2026-08-02,63,60,Breached,Closed
ISSUE-22885,Wealth Management,KYC,Low,2026-06-24,59,60,On-Track,In Progress
ISSUE-63943,Credit Cards,AML,Low,2026-06-07,76,60,Breached,In Progress
ISSUE-28239,Wealth Management,Transaction Monitoring,Medium,2026-08-12,10,30,On-Track,Open
ISSUE-10118,Investment Banking,Fraud,Medium,2026-06-05,3,30,On-Track,Closed
ISSUE-38818,Investment Banking,Fraud,High,2026-04-24,120,15,Breached,Open
ISSUE-63648,Corporate Banking,KYC,High,2026-06-26,57,15,Breached,Open
ISSUE-35546,Retail Banking,Transaction Monitoring,Low,2026-05-20,94,60,Breached,In Progress
ISSUE-94096,Investment Banking,Fraud,Medium,2026-07-15,38,30,Breached,In Progress
ISSUE-22448,Retail Banking,AML,Low,2026-05-04,110,60,Breached,Open
ISSUE-93244,Credit Cards,Fraud,Low,2026-07-02,51,60,On-Track,Closed
ISSUE-27703,Wealth Management,Fraud,Medium,2026-07-25,30,30,On-Track,Closed
ISSUE-98207,Corporate Banking,Transaction Monitoring,Medium,2026-06-08,26,30,On-Track,Closed
ISSUE-62420,Investment Banking,KYC,Medium,2026-08-16,6,30,On-Track,Open
ISSUE-10359,Retail Banking,KYC,Low,2026-06-25,40,60,On-Track,Closed
ISSUE-95798,Credit Cards,AML,Medium,2026-07-17,11,30,On-Track,Closed
ISSUE-55764,Corporate Banking,Sanctions,High,2026-06-19,64,15,Breached,In Progress
ISSUE-32650,Investment Banking,Fraud,High,2026-05-24,4,15,On-Track,Closed
ISSUE-27541,Retail Banking,Transaction Monitoring,Medium,2026-06-25,21,30,On-Track,Closed
ISSUE-78249,Wealth Management,Sanctions,Medium,2026-08-06,9,30,On-Track,Closed
ISSUE-80872,Retail Banking,KYC,High,2026-07-28,25,15,Breached,In Progress
ISSUE-32194,Corporate Banking,KYC,High,2026-05-11,103,15,Breached,Open
ISSUE-60183,Wealth Management,KYC,Medium,2026-05-27,87,30,Breached,Open
ISSUE-18459,Wealth Management,Transaction Monitoring,Medium,2026-06-08,75,30,Breached,In Progress
ISSUE-87009,Corporate Banking,Transaction Monitoring,Medium,2026-07-09,44,30,Breached,Open
ISSUE-52509,Credit Cards,Fraud,Low,2026-06-18,65,60,Breached,Open
ISSUE-52432,Corporate Banking,KYC,Medium,2026-04-30,114,30,Breached,In Progress
ISSUE-23137,Credit Cards,Sanctions,Medium,2026-05-04,6,30,On-Track,Closed
ISSUE-83902,Investment Banking,Sanctions,Medium,2026-06-13,70,30,Breached,In Progress
ISSUE-74697,Investment Banking,KYC,Medium,2026-06-29,54,30,Breached,In Progress
ISSUE-49305,Retail Banking,Fraud,Medium,2026-08-07,15,30,On-Track,In Progress
ISSUE-32195,Retail Banking,KYC,High,2026-08-17,5,15,On-Track,In Progress
ISSUE-57794,Credit Cards,Fraud,Medium,2026-06-15,68,30,Breached,Open
ISSUE-61927,Credit Cards,Transaction Monitoring,High,2026-06-07,2,15,On-Track,Closed
ISSUE-47261,Corporate Banking,Sanctions,Low,2026-05-21,35,60,On-Track,Closed
ISSUE-81977,Credit Cards,KYC,Low,2026-04-28,116,60,Breached,Open
ISSUE-63976,Wealth Management,Sanctions,High,2026-05-01,113,15,Breached,Open
ISSUE-97400,Investment Banking,AML,High,2026-08-12,16,15,Breached,Closed
ISSUE-84579,Retail Banking,Sanctions,High,2026-08-15,13,15,On-Track,Closed
ISSUE-32254,Retail Banking,Sanctions,Medium,2026-08-16,6,30,On-Track,In Progress
ISSUE-48368,Investment Banking,Transaction Monitoring,High,2026-08-15,7,15,On-Track,In Progress
ISSUE-10913,Investment Banking,Transaction Monitoring,Low,2026-05-13,17,60,On-Track,Closed
ISSUE-83529,Wealth Management,KYC,Medium,2026-04-24,10,30,On-Track,Closed
ISSUE-23161,Credit Cards,Fraud,High,2026-07-02,51,15,Breached,In Progress
ISSUE-72757,Corporate Banking,AML,High,2026-05-14,100,15,Breached,Open
ISSUE-72185,Wealth Management,Fraud,Medium,2026-05-08,15,30,On-Track,Closed
ISSUE-53101,Corporate Banking,Fraud,Medium,2026-06-05,78,30,Breached,In Progress
ISSUE-32718,Retail Banking,Sanctions,High,2026-06-06,77,15,Breached,In Progress
ISSUE-48094,Investment Banking,KYC,High,2026-06-04,79,15,Breached,In Progress
ISSUE-58014,Corporate Banking,Transaction Monitoring,Low,2026-07-20,33,60,On-Track,In Progress
ISSUE-19669,Corporate Banking,Transaction Monitoring,High,2026-06-16,7,15,On-Track,Closed
ISSUE-40091,Credit Cards,Transaction Monitoring,Low,2026-08-09,12,60,On-Track,Closed
ISSUE-47399,Credit Cards,KYC,High,2026-08-09,13,15,On-Track,Open
ISSUE-96656,Retail Banking,AML,Medium,2026-05-13,32,30,Breached,Closed
ISSUE-45682,Retail Banking,Fraud,Low,2026-08-07,15,60,On-Track,In Progress
ISSUE-40710,Retail Banking,AML,Medium,2026-07-31,22,30,On-Track,In Progress
ISSUE-83675,Investment Banking,Transaction Monitoring,High,2026-06-27,56,15,Breached,In Progress
ISSUE-34755,Wealth Management,AML,High,2026-05-25,89,15,Breached,Open
ISSUE-18284,Corporate Banking,Transaction Monitoring,High,2026-07-21,2,15,On-Track,Closed
ISSUE-32568,Retail Banking,Fraud,Medium,2026-07-12,41,30,Breached,In Progress
ISSUE-82026,Retail Banking,Transaction Monitoring,Low,2026-07-23,30,60,On-Track,Open
ISSUE-25788,Credit Cards,AML,High,2026-05-23,20,15,Breached,Closed
ISSUE-11588,Corporate Banking,Fraud,Low,2026-07-14,27,60,On-Track,Closed
ISSUE-84359,Wealth Management,AML,Low,2026-08-04,6,60,On-Track,Closed
ISSUE-70741,Investment Banking,AML,High,2026-05-27,87,15,Breached,In Progress
ISSUE-29997,Investment Banking,Fraud,Medium,2026-06-05,9,30,On-Track,Closed
ISSUE-88089,Corporate Banking,Sanctions,Medium,2026-08-06,30,30,On-Track,Closed
ISSUE-97391,Wealth Management,AML,Medium,2026-08-14,8,30,On-Track,Open
ISSUE-34185,Corporate Banking,Transaction Monitoring,High,2026-08-11,11,15,On-Track,In Progress
ISSUE-12775,Retail Banking,Transaction Monitoring,High,2026-05-26,88,15,Breached,In Progress
ISSUE-99622,Credit Cards,AML,Low,2026-08-04,18,60,On-Track,Open
ISSUE-83958,Credit Cards,Sanctions,Low,2026-06-09,16,60,On-Track,Closed
